p_recall,timestamp,delta,user_id,learning_language,ui_language,lexeme_id,lexeme_string,history_seen,history_correct,session_seen,session_correct
1.0,1362083364,580,u:gHju,en,es,2d54ff4622b28832bc4afb12c1b1404f,yet/yet<adv>,7,6,1,1
1.0,1362083364,2619073,u:gHju,en,es,045788738bf4ca45ef8d7659c385611f,run/run<vblex><pres>,14,13,1,1
1.0,1362083364,298703,u:gHju,en,es,0a27664dca412ad3c185ae7efc8b97a0,ago/ago<adv>,7,7,1,1
1.0,1362083364,115671,u:gHju,en,es,3445a3148b0eee9f34d06673fdd67b29,easily/easily<adv>,16,16,1,1
1.0,1362083364,1159,u:gHju,en,es,d81d94c51553d0ff72403df5deaa9d11,twice/twice<adv>,21,18,1,1
1.0,1362083364,1670389,u:gHju,en,es,335fe9380e553c323369a8509bcc00f6,reads/read<vblex><pri><p3><sg>,25,22,1,1
1.0,1362083364,1159,u:gHju,en,es,1e1f8d730c4ba99ad2873a7608324cf6,my/my<det><pos><sp>,40,39,1,1
1.0,1362083364,1159,u:gHju,en,es,3c3f79baa7425a47f07bc8aabd57c3ee,absolutely/absolutely<adv>,8,8,1,1
1.0,1362083366,42810,u:Fb2,en,es,bf7ef6d74583352dcf5d8135e7941060,scissors/scissors<n><pl>,2,2,1,1
1.0,1362083364,54,u:fWNu,it,en,9cfb037fb5bf9051645e9c7d5d336c73,la/il<det><def><f><sg>,102,92,1,1
1.0,1362083364,54,u:fWNu,it,en,bd9654b714bd8b84b834e8e682d11299,età/età<n><f><sp>,11,6,1,1
1.0,1362083364,54,u:fWNu,it,en,d7b9cbdd38d1f9a5cf84ba0474bda3c9,dimostra/dimostrare<vblex><pri><p3><sg>,1,1,1,1
0.5,1362083364,54,u:fWNu,it,en,27e2f9befa886395b45ed3b44c65d4d8,allora/allora<adv>,21,11,2,1
1.0,1362083366,79563,u:iJxm,en,es,b8b55f8044c9109cc9c06da459568e7c,skirt/skirt<n><sg>,2,2,3,3
1.0,1362083366,79563,u:iJxm,en,es,f7dded473c36727058c6ed58f0bbd88e,shoe/shoe<n><sg>,3,3,3,3
1.0,1362083366,79563,u:iJxm,en,es,b493941dee612f9cb734318c210ab257,shirt/shirt<n><sg>,3,3,6,6
1.0,1362083366,79563,u:iJxm,en,es,94ce583e381ddf3a295d51b9578fdfe5,shirts/shirt<n><pl>,1,1,2,2
1.0,1362083366,79563,u:iJxm,en,es,dfc953d62306359e46f8fe77fe4fa6c8,shoes/shoe<n><pl>,1,1,2,2
1.0,1362083366,79563,u:iJxm,en,es,3d65e220a74477fe08facff1a0d9a303,dresses/dress<n><pl>,2,2,2,2
1.0,1362083366,79563,u:iJxm,en,es,733404922a439bcf40584b61a027a3f9,coat/coat<n><sg>,4,3,2,2
0.0,1362083360,5191,u:iy9v,de,en,7dfd7086f3671685e2cf1c1da72796d7,die/die<det><def><f><sg><nom>,16,15,1,0
0.5,1362083360,101,u:iy9v,de,en,1923b82870a0b830f494c890506c5376,ernährung/ernährung<n><f><sg><nom>,1,1,2,1
1.0,1362083361,23891,u:eyiV,de,en,23b995a641775627bb73d7959c8cb54e,hähnchen/hähnchen<n><nt><pl><acc>,3,2,1,1
1.0,1362083361,23891,u:eyiV,de,en,7070ddd564fccd8da0362941b8a647b8,teller/teller<n><m><sg><acc>,6,6,3,3
1.0,1362083361,23891,u:eyiV,de,en,ff19318c4fd4dd0f2b49d4667188ea2a,kartoffel/kartoffel<n><f><sg><*case>,4,4,1,1
1.0,1362083361,23891,u:eyiV,de,en,367e6287caf3f06b3b9f0e2a1dd2ec5c,zucker/zucker<n><m><sg><*case>,5,4,2,2
1.0,1362083361,23891,u:eyiV,de,en,cd2c7bfd14926df12dbfcbc9f211a6a6,fleisch/fleisch<n><nt><sg><*case>,4,4,2,2
1.0,1362083361,23891,u:eyiV,de,en,28512f032c9626232bea8efc74ed73b7,rezept/rezept<n><nt><sg><*case>,4,4,2,2
1.0,1362083361,1127235,u:hYom,en,es,0d9244f805fd55af1281a1bcb1a2cba6,and/and<cnjcoo>,15,13,8,8
1.0,1362083361,1127235,u:hYom,en,es,65e39bd07057893f74d8db10b367f7aa,she/prpers<prn><subj><p3><f><sg>,11,8,2,2
1.0,1362083361,1127235,u:hYom,en,es,142ad0f32d08728de0f9955df5b83f32,an/a<det><ind><sg>,10,8,5,5
1.0,1362083361,1127235,u:hYom,en,es,16f2acaffe30cb9a81f422674d398df4,he/prpers<prn><subj><p3><m><sg>,4,3,1,1
1.0,1362083361,1127235,u:hYom,en,es,aa94db3b587c7027e8505c25f6fc8ed9,apple/apple<n><sg>,10,9,4,4
0.857142857143,1362083361,1127235,u:hYom,en,es,97e922f780d628eac638bea7a02bf496,is/be<vbser><pri><p3><sg>,21,15,7,6
1.0,1362083361,1127235,u:hYom,en,es,c7cdabd85f63506807f8d856897a2089,it/prpers<prn><subj><p3><nt><sg>,9,6,1,1
0.0,1362083368,267637,u:c96g,de,en,9983955c6ae5ccb44212967d15178a02,schlecht/schlecht<adj><pst><pred>,29,26,1,0
1.0,1362083368,267637,u:c96g,de,en,2c4c8448ad81aac24be063e284599557,tier/tier<n><nt><sg><nom>,25,21,1,1
1.0,1362083368,267637,u:c96g,de,en,3414ba00861290d3213d56309c3165d2,hunde/hund<n><m><pl><acc>,28,23,1,1
1.0,1362083368,267637,u:c96g,de,en,513ccd4f1725747bd2e1fafbfee3d435,wasser/wasser<n><nt><sg><nom>,18,18,1,1
1.0,1362083371,431159,u:h2P-,es,en,3f60e879bd40b3e9d261375fd25f93cd,padre/padre<n><m><sg>,5,4,1,1
1.0,1362083371,64625,u:h2P-,es,en,fea199274abbc1c7354996f16f1525d5,alto/alto<adj><m><sg>,1,1,3,3
1.0,1362083371,64625,u:h2P-,es,en,66538fd45aed91b8618a5907f861cbbc,pequeña/pequeño<adj><f><sg>,3,2,1,1
1.0,1362083371,431159,u:h2P-,es,en,61c2f4dd9c024c9d99910ba2b04590b1,comen/comer<vblex><pri><p3><pl>,16,15,1,1
1.0,1362083371,969641,u:h2P-,es,en,efe85c0c9748dee0aab4a16466a37c98,gatas/gato<n><f><pl>,11,11,1,1
1.0,1362083371,757455,u:h2P-,es,en,9c976cff2586b5effd397d7905eb7074,camisa/camisa<n><f><sg>,6,6,1,1
1.0,1362083371,64625,u:h2P-,es,en,08a3872e44a201481524294a566afa50,grande/grande<adj><mf><sg>,6,5,2,2
0.0,1362083371,21814,u:h2P-,es,en,9201c6510914a3c0d36560d3537c9453,corto/corto<adj><m><sg>,2,2,1,0
1.0,1362083371,64783,u:h2P-,es,en,9674c213bae02e21fa3ddc00a615df8c,cama/cama<n><f><sg>,5,4,1,1
1.0,1362083371,838287,u:h2P-,es,en,1f53ed99d425c7d646be6bf10d73d07c,duermen/dormir<vblex><pri><p3><pl>,4,4,1,1
1.0,1362083371,64625,u:h2P-,es,en,de9ac0fd40e72b12722faf6c89faef22,pequeño/pequeño<adj><m><sg>,2,2,1,1
1.0,1362083371,21814,u:h2P-,es,en,5ba154d462391e2420b785cd153509e1,altas/alto<adj><f><pl>,2,2,1,1
1.0,1362083371,757191,u:h2P-,es,en,2a5f9687f146bdb703ab03f7bedf2d3c,arroz/arroz<n><m><sg>,12,10,1,1
1.0,1362083371,236658,u:h2P-,es,en,84e18e86c58e8e61d687dfa06b3aaa36,soy/ser<vbser><pri><p1><sg>,14,13,2,2
1.0,1362083371,236658,u:h2P-,es,en,fda174b61b0ed5e2eaa6deceae37f56b,son/ser<vbser><pri><p3><pl>,29,28,2,2
1.0,1362083371,237042,u:h2P-,es,en,54ed4cf41cbbae2ce97ddda174b5be84,es/ser<vbser><pri><p3><sg>,32,29,2,2
1.0,1362083371,21814,u:h2P-,es,en,54b3898d79f8aca9b9d071185df45d0c,larga/largo<adj><f><sg>,2,2,1,1
1.0,1362083371,21814,u:h2P-,es,en,6976cb495b8ffb20b8528b08d79770e7,largos/largo<adj><m><pl>,2,2,1,1
1.0,1362083371,111657,u:h2P-,es,en,0675fd378e3251994addd1184a560eec,tu/tuyo<det><pos><mf><sg>,10,9,1,1
1.0,1362083371,21814,u:h2P-,es,en,9015cbf3a4eddcb9a4773efccca03215,pequeños/pequeño<adj><m><pl>,3,3,1,1
1.0,1362083371,799242,u:h2P-,es,en,751870fa2768a6ee46e433d2b2852ce8,perros/perro<n><m><pl>,11,10,1,1
1.0,1362083371,64783,u:h2P-,es,en,c2c8a202a12411858f87d4dcef5b2998,no/no<adv>,35,32,2,2
1.0,1362083371,111657,u:h2P-,es,en,99cd0848be9239250ffd99e11add7338,de/de<pr>,12,9,1,1
1.0,1362083371,21814,u:h2P-,es,en,0e397ad51b7496df1d9d4609c48fbbbf,largas/largo<adj><f><pl>,2,2,1,1
1.0,1362083371,674247,u:h2P-,es,en,7c034af67445b308cee01312563ed759,calendario/calendario<n><m><sg>,2,2,1,1
1.0,1362083371,64625,u:h2P-,es,en,054903803bb88ffb3805660afbca42df,largo/largo<adj><m><sg>,2,2,1,1
1.0,1362083371,64783,u:h2P-,es,en,6466c217460079d74e1f098116fff664,quiero/querer<vblex><pri><p1><sg>,8,8,1,1
1.0,1362083371,21814,u:h2P-,es,en,55c513cb962bafcde228f830b1182019,alta/alto<adj><f><sg>,2,2,2,2
1.0,1362083371,64625,u:h2P-,es,en,fff799d4d95e416db9dc07ca717b4ef9,pequeñas/pequeño<adj><f><pl>,1,1,1,1
1.0,1362083371,64625,u:h2P-,es,en,7f0ea4d40cd20d7e6ac1cb453412fba1,grandes/grande<adj><mf><pl>,3,3,2,2
1.0,1362083371,21814,u:h2P-,es,en,159743dbe4404f88c741cd736111e129,altos/alto<adj><m><pl>,2,1,1,1
1.0,1362083371,799242,u:h2P-,es,en,e5a09ea1bd469575ed000382d5cee176,mujer/mujer<n><f><sg>,12,12,1,1
1.0,1362083371,111657,u:h2P-,es,en,4d77de913dc3d65f1c9fac9d1c349684,en/en<pr>,6,6,1,1
1.0,1362083365,164187,u:foud,en,es,e37fcbae8d8e101dabacbd1e4223b14b,sleeps/sleep<vblex><pri><p3><sg>,2,1,1,1
1.0,1362083365,2233,u:foud,en,es,b3240d21fd450022647d50a64c18cace,speak/speak<vblex><pres>,4,4,1,1
1.0,1362083365,165343,u:foud,en,es,f8f5fd38c016ed1822bf3bbcee1f5bf7,swims/swim<vblex><pri><p3><sg>,4,3,1,1
0.0,1362083365,108336,u:foud,en,es,fcbfcae6f712ce1a5811726b151ea365,use/use<vblex><pres>,2,2,1,0
0.0,1362083365,164187,u:foud,en,es,c00649d7a795a4ad88d646ecab3cc07d,has/have<vblex><pri><p3><sg>,2,2,1,0
1.0,1362083365,165343,u:foud,en,es,5de541943c119590cd3b725f0882afeb,walks/walk<vblex><pri><p3><sg>,2,2,1,1
1.0,1362083365,163271,u:foud,en,es,c89df1e3370573e88df637fe3eedc15d,wants/want<vblex><pri><p3><sg>,3,3,1,1
1.0,1362083365,519147,u:foud,en,es,cb8bd106befcf7d388d0a06a1d467212,menu/menu<n><sg>,10,9,1,1
1.0,1362083365,104623,u:foud,en,es,2b0972f94b2b020542e239219cc9f9ff,need/need<vblex><pres>,2,2,1,1
0.0,1362083365,456186,u:foud,en,es,ab5609e6c607e5642664fed06ffa0713,plate/plate<n><sg>,7,7,1,0
1.0,1362083365,172483,u:foud,en,es,0a7ad985b6b19b5cfb4723f207220a3d,they/prpers<prn><subj><p3><mf><pl>,21,17,1,1
0.0,1362083365,514789,u:foud,en,es,ee83763629a0d5a538c07e65bfd65593,please/please<adv>,3,2,1,0
1.0,1362083365,257290,u:foud,en,es,608ad881489ab4fa4117a91ebd83d502,coats/coat<n><pl>,9,8,1,1
1.0,1362083365,2233,u:foud,en,es,3e799dfe21b2ef7136996b40826a00b4,plays/play<vblex><pri><p3><sg>,4,4,1,1
1.0,1362083365,105150,u:foud,en,es,b405b9a3c581d4305c0326378d7c4b0d,says/say<vblex><pri><p3><sg>,3,3,1,1
0.0,1362083365,259584,u:foud,en,es,c52ab45d4e22ee7580041911159e3c0c,water/water<n><sg>,27,26,1,0
1.0,1362083365,2233,u:foud,en,es,0d9244f805fd55af1281a1bcb1a2cba6,and/and<cnjcoo>,25,22,1,1
1.0,1362083365,165343,u:foud,en,es,e41e0391916896ce8d865838f59022b6,walk/walk<vblex><pres>,3,3,1,1
1.0,1362083365,105150,u:foud,en,es,dee7f0cc0d1acb31e6a7fb62a3553c72,listens/listen<vblex><pri><p3><sg>,2,1,1,1
1.0,1362083365,512195,u:foud,en,es,0bd5d9cd7baaaf384b5344e27d15cecd,food/food<n><sg>,7,5,1,1
1.0,1362083365,435399,u:foud,en,es,b968b069e4e2c04848e9f8924e34c031,we/prpers<prn><subj><p1><mf><pl>,17,13,1,1
1.0,1362083365,105150,u:foud,en,es,78ee7df0afe172bfa262ba9fdd2f4815,tell/tell<vblex><pres>,2,2,1,1
1.0,1362083365,2233,u:foud,en,es,ec2421cd46a8a5886683b084aa8e2c5d,runs/run<vblex><pri><p3><sg>,3,2,1,1
1.0,1362083365,163271,u:foud,en,es,2179fd8c281cec0879b28ef81510bf9d,have/have<vblex><pres>,4,4,2,2
0.0,1362083365,2233,u:foud,en,es,827a8ecb89f9b59ac5c29b620a5d3ed6,a/a<det><ind><sg>,84,74,1,0
1.0,1362083365,2233,u:foud,en,es,f2574c6fc7e6d0fb1549f18f2236edf3,pays/pay<vblex><pri><p3><sg>,2,2,1,1
1.0,1362083365,165343,u:foud,en,es,2c370f156deb55e34cde0fe1f51f826a,swim/swim<vblex><pres>,3,3,1,1
0.0,1362083366,104067,u:icn2,en,es,a826c47947d68549fa81e19cafa57ba0,eat/eat<vblex><pres>,21,15,1,0
0.0,1362083366,103783,u:icn2,en,es,8b6401409f89715543edb1e0c707c162,sandwiches/sandwich<n><pl>,4,3,1,0
0.0,1362083366,121,u:icn2,en,es,b573a2ebb834b1346202143003738756,girls/girl<n><pl>,11,7,1,0
0.0,1362083366,104366,u:icn2,en,es,6467457ef675ada64c360e7d17642aaf,men/man<n><pl>,10,5,1,0
1.0,1362083366,49,u:icn2,en,es,e296b8e7737593b36ec7583275c790fe,boys/boy<n><pl>,11,10,1,1
1.0,1362083366,49,u:icn2,en,es,cdfecc9247566d40bb964a218c54c783,drink/drink<vblex><pres>,31,21,1,1
1.0,1362083366,121,u:icn2,en,es,c52ab45d4e22ee7580041911159e3c0c,water/water<n><sg>,12,10,1,1
1.0,1362083370,181592,u:iGth,de,en,37315e85cc30886e88d4ef7d074e4190,wiedersehen/wiedersehen<@ij:auf_wiedersehen>,8,8,9,9
1.0,1362083370,181592,u:iGth,de,en,bb27e43fd43b7da29d52f14c5c4057a8,bald/bald<@ij:bis_bald>,11,11,10,10
1.0,1362083370,181592,u:iGth,de,en,3c3ef61b68615d9b1fd2d24e6f18fba8,grüße/gruß<n><m><pl><nom>,1,1,1,1
1.0,1362083370,181592,u:iGth,de,en,5920f3c3c88f4dff4b269a8dd38a75ed,gutgehen/gutgehen<vblex><inf>,1,1,1,1
0.5,1362083370,252338,u:4CF,it,en,f3a76d6491da368968c0dc75e4563f77,al/a<pr>+il<det><def><m><sg>,3,3,2,1
1.0,1362083370,252338,u:4CF,it,en,38790826f1d513fd5a3dd51cb6a74c6f,nel/in<pr>+il<det><def><m><sg>,4,3,6,6
0.666666666667,1362083370,252338,u:4CF,it,en,9065580655eda02c8076f9ccac5426a4,ho/avere<vblex><pri><p1><sg>,2,2,3,2
0.5,1362083370,252338,u:4CF,it,en,2fb788e88a2e7521976c05edad689671,nello/in<pr>+il<det><def><m><sg>,1,1,2,1
1.0,1362083370,252338,u:4CF,it,en,cea0acb218d395e93ed197221932f5dc,i/il<det><def><m><pl>,3,2,3,3
1.0,1362083370,252338,u:4CF,it,en,2b28e6b398b36d4f7f6ef0b7da31fd5c,ha/avere<vblex><pri><p3><sg>,3,3,2,2
1.0,1362083370,252338,u:4CF,it,en,fe72c841a54b9112e60870182236e00e,lo/il<det><def><m><sg>,2,1,1,1
1.0,1362083370,169147,u:hNz7,en,it,aaf58e27968fec878d5a055ba7475be3,when/when<adv><itg>,3,2,4,4
1.0,1362083370,169147,u:hNz7,en,it,1c1d2e454e5e8b32fb813270564fa0e8,question/question<n><sg>,2,2,2,2
1.0,1362083370,169147,u:hNz7,en,it,4f5b0cd71bfa77c08eb61bb64522c8b4,which/which<prn><itg><m><sp>,4,3,4,4
1.0,1362083370,169147,u:hNz7,en,it,487ce8262508986af0cba5beeb89e127,whose/whose<prn><itg><mf><sp>,3,3,2,2
1.0,1362083370,169147,u:hNz7,en,it,a94a938b71c9bd3352c0811cb5f94d72,which/which<det><itg><sp>,3,2,3,3
0.333333333333,1362083370,169147,u:hNz7,en,it,95dc29ad24c94844b57f6f531b805ca7,answer/answer<n><sg>,3,3,3,1
1.0,1362083370,169147,u:hNz7,en,it,529445ad4ea7fd18139ccdabce01ad06,reply/reply<n><sg>,2,2,2,2
1.0,1362083371,173,u:iBmK,es,en,065d3cd6bc42c437f89877740698c750,bebes/beber<vblex><pri><p2><sg>,5,5,2,2
1.0,1362083371,173,u:iBmK,es,en,33b0e1ddffd7f88532895500640817ee,comes/comer<vblex><pri><p2><sg>,6,6,3,3
1.0,1362083371,173,u:iBmK,es,en,1d82fa60ebcc219cea70d4375a404a5c,bebe/beber<vblex><pri><p3><sg>,6,5,4,4
1.0,1362083371,173,u:iBmK,es,en,87c0872395d39bff72bd1ab172838aea,bebo/beber<vblex><pri><p1><sg>,5,5,6,6
1.0,1362083371,173,u:iBmK,es,en,f0dfe0a3acd6a6a42701c33e93ba29d9,agua/agua<n><f><sg>,7,6,3,3
0.8,1362083371,173,u:iBmK,es,en,575d2821d7c3fa6d410c0eb2ea878f28,leche/leche<n><f><sg>,4,4,5,4
1.0,1362083371,173,u:iBmK,es,en,389d16a7713404bf18de999b57a54eae,pan/pan<n><m><sg>,7,7,1,1
1.0,1362083371,173,u:iBmK,es,en,593cf703acd34bfc58184c2a96ff5e2a,como/comer<vblex><pri><p1><sg>,6,6,1,1
1.0,1362083372,149192,u:iqvu,en,es,e4f82622081279ba8af9b7cd6b43259c,meat/meat<n><sg>,2,1,3,3
1.0,1362083372,149192,u:iqvu,en,es,31fb31a4af2ad58c03d9b62222734768,taste/taste<n><sg>,2,2,3,3
1.0,1362083372,149192,u:iqvu,en,es,842443fda40da053ff7f8d68c1af99b8,oil/oil<n><sg>,3,3,4,4
1.0,1362083372,149192,u:iqvu,en,es,f19bad09b7354d4cf02403544519d849,dinner/dinner<n><sg>,3,3,3,3
1.0,1362083372,149192,u:iqvu,en,es,3629ee563c2d56a4869e100a38014108,alcohol/alcohol<n><sg>,4,3,3,3
1.0,1362083372,149192,u:iqvu,en,es,0d7c3234513eea5a732f05f93e8302aa,meal/meal<n><sg>,2,2,2,2
1.0,1362083372,149192,u:iqvu,en,es,822ef52ef2cf0f095a65190d10958517,salt/salt<n><sg>,2,2,2,2
0.8,1362083373,3583,u:iH4N,de,en,96e400fdbb0c09c224142b771abf2cbd,eine/ein<det><ind><f><sg><acc>,4,4,5,4
0.8,1362083373,3583,u:iH4N,de,en,86435005bb19d4f944cc3b07a419ba98,lese/lesen<vblex><pri><p1><sg>,3,3,5,4
1.0,1362083373,3583,u:iH4N,de,en,976f6171730b815a2f218510b63c2a8b,zeitung/zeitung<n><f><sg><nom>,2,2,2,2
0.75,1362083373,3583,u:iH4N,de,en,cc01ee792b3eb9009d0af8185bd5bc7f,zeitung/zeitung<n><f><sg><acc>,2,1,4,3
0.666666666667,1362083373,3583,u:iH4N,de,en,9c71eca1890e52aa70c73f59b7d215ca,lehrer/lehrer<n><m><pl><nom>,3,2,3,2
1.0,1362083373,3583,u:iH4N,de,en,441857f7da4711b20fe8ed04b952cf14,lehrer/lehrer<n><m><sg><nom>,3,2,4,4
1.0,1362083373,3583,u:iH4N,de,en,6f9902a2e4d1f353aecc47843c9df6e7,eine/ein<det><ind><f><sg><nom>,4,4,4,4
0.333333333333,1362083372,1695449,u:cZC1,en,es,66c11e49dde905787ba0b8c8b7f85115,go/go<vblex><pres>,3,2,3,1
0.5,1362083372,1695449,u:cZC1,en,es,b3b9b7bffd04bf9c17953bc644f25f1c,speaks/speak<vblex><pri><p3><sg>,2,2,2,1
1.0,1362083372,1695449,u:cZC1,en,es,b3240d21fd450022647d50a64c18cace,speak/speak<vblex><pres>,3,3,6,6
1.0,1362083372,1695449,u:cZC1,en,es,f6046c6b9b9cf8aa728d386c7e6100f5,pay/pay<vblex><pres>,5,4,4,4
1.0,1362083372,1695449,u:cZC1,en,es,7820d868bac53055406806fa8b2d4ac3,goes/go<vblex><pri><p3><sg>,3,3,2,2
1.0,1362083372,1695449,u:cZC1,en,es,f2574c6fc7e6d0fb1549f18f2236edf3,pays/pay<vblex><pri><p3><sg>,3,3,2,2
0.8,1362083368,788740,u:hEa2,en,es,42a04e2ae9d5fa727980f034f19ae877,why/why<adv><itg>,7,6,5,4
1.0,1362083376,313,u:htlc,es,en,928b0f7cd8a4786049c8736662197744,director/director<n><m><sg>,12,10,1,1
1.0,1362083376,313,u:htlc,es,en,8ded3387fc7e10d3d3c16cc04f7f8f13,<*sf>/policía<n><mf><*numb>,8,8,1,1
1.0,1362083376,313,u:htlc,es,en,7f0bd08bc6b65d23093ebe2d5fe592c5,<*sf>/jefe<n><m><*numb>,7,6,2,2
0.5,1362083376,313,u:htlc,es,en,95df1bf2112f6f1f7659637eca8d4564,<*sf>/estudiante<n><mf><*numb>,9,9,2,1
0.5,1362083376,313,u:htlc,es,en,e577658a518ecccabf8ef2ec67a0193a,<*sf>/maestro<n><*gndr><*numb>,10,10,2,1
1.0,1362083376,313,u:htlc,es,en,66db7511ccb85025407c94a5431bac38,<*sf>/doctor<n><*gndr><*numb>,10,9,1,1
0.0,1362083376,313,u:htlc,es,en,0f5a5cc670c9dfa55fba725fae3e3178,<*sf>/rey<n><*gndr><*numb>,8,8,1,0
1.0,1362083373,248,u:gA8I,en,pt,0e9f09196d4abc6a5ae82dd6d8772c95,tail/tail<n><sg>,2,1,4,4
1.0,1362083373,248,u:gA8I,en,pt,7dd6b30fc37ca73482a4d629bd93dac0,bear/bear<n><sg>,4,4,5,5
1.0,1362083373,248,u:gA8I,en,pt,fe1c2edd8cfeedbbbfafc42448e957c9,spider/spider<n><sg>,3,3,3,3
1.0,1362083373,248,u:gA8I,en,pt,bf608564b6e7c672a96cd7d1bb1d5f3f,crab/crab<n><sg>,3,2,4,4
1.0,1362083373,248,u:gA8I,en,pt,768f410a8fc1caa64ee36071082a231c,animal/animal<n><sg>,3,3,4,4
1.0,1362083370,2346714,u:gbkT,fr,en,4ad91daf2782488b52b80fd4f2288c51,ont/avoir<vblex><pri><p3><pl>,2,2,1,1
1.0,1362083370,685370,u:gbkT,fr,en,64abda7edc42c9774a57d91720ad0f4e,avoir/avoir<vblex><inf>,3,2,1,1
0.0,1362083370,157985,u:gbkT,fr,en,b43239f837356c525ca7d743d83fbf57,livre/livre<n><m><sg>,12,11,1,0
0.5,1362083370,80143,u:gbkT,fr,en,f3996a785b8d9fe04c44850c79a0a337,est/être<vbser><pri><p3><sg>,2,2,2,1
1.0,1362083370,156081,u:gbkT,fr,en,bcf9480ad551253c8f836017c9de8bd1,avons/avoir<vblex><pri><p1><pl>,1,1,1,1
1.0,1362083370,157985,u:gbkT,fr,en,8d85eaaff97c6855ac15a937b62e40d9,livres/livre<n><m><pl>,8,8,2,2
1.0,1362083370,157985,u:gbkT,fr,en,1b279bb64bd6eba51ab37e4a61aad0c4,mes/mon<det><pos><mf><pl>,17,15,2,2
1.0,1362083370,80143,u:gbkT,fr,en,dc230cd7596e16ff8bbfbbd9eb36582a,tu/tu<prn><tn><p2><mf><sg>,65,49,2,2
1.0,1362083370,80143,u:gbkT,fr,en,8243ebb6f04f8293b3c63cf666b5eacc,le/le<det><def><m><sg>,52,47,1,1
1.0,1362083370,685282,u:gbkT,fr,en,a33421480fedd23341e0f2cad08a401a,êtes/être<vbser><pri><p2><pl>,1,1,1,1
1.0,1362083370,81304,u:gbkT,fr,en,146fa232459ae25f817416576569a73e,ce/ce<prn><tn><nt>,25,20,1,1
1.0,1362083370,80143,u:gbkT,fr,en,be70637289b60b17de3b22270462e5bf,un/un<det><ind><m><sg>,49,41,2,2
1.0,1362083370,2346714,u:gbkT,fr,en,ff7084db1cc1a1b0737cb6916ba9616f,ai/avoir<vblex><pri><p1><sg>,3,2,1,1
1.0,1362083370,80143,u:gbkT,fr,en,04b87a124bb93403b45233af454f00da,as/avoir<vblex><pri><p2><sg>,1,1,2,2
1.0,1362083370,245332,u:gbkT,fr,en,1a48463fb06455fe377001d22ca36364,personne/personne<n><f><sg>,12,11,1,1
0.0,1362083370,80143,u:gbkT,fr,en,f3c7297e32f4bf16d315ea5982e950c2,noir/noir<adj><m><sg>,1,1,1,0
1.0,1362083370,963106,u:gbkT,fr,en,6debf33c91876b19aa26095423ad0e3e,suis/être<vbser><pri><p1><sg>,1,1,2,2
0.5,1362083370,81304,u:gbkT,fr,en,5594b03119f7beb09faeab02bda34d19,elle/il<prn><tn><p3><f><sg>,25,23,2,1
1.0,1362083370,156081,u:gbkT,fr,en,3d1abc0464934bd08980e2bc73f7706f,être/être<vbser><inf>,5,3,1,1
1.0,1362083370,245332,u:gbkT,fr,en,205180c11c88f58d2bccd497d4c48fbd,grande/grand<adj><f><sg>,6,6,1,1
1.0,1362083370,156081,u:gbkT,fr,en,bda3603f43f9eca8dba247df3501cae9,journal/journal<n><m><sg>,6,5,1,1
1.0,1362083370,963106,u:gbkT,fr,en,7a271d40b9230ab5e12de433c00506fa,je/je<prn><tn><p1><mf><sg>,10,9,1,1
1.0,1362083370,80143,u:gbkT,fr,en,c9aba1059fc7d85806a21bf21745b817,chat/chat<n><m><sg>,8,8,1,1
1.0,1362083370,250429,u:gbkT,fr,en,28bf9a71ef6ce4721e906f594b7a5b80,fille/fille<n><f><sg>,11,11,1,1
1.0,1362083370,157985,u:gbkT,fr,en,4602450c22a6e437f50969eb7887d390,rouges/rouge<adj><mf><pl>,1,1,2,2
1.0,1362083370,81304,u:gbkT,fr,en,86758dac9cf7fd24e81bfefbc54d640d,blanc/blanc<adj><m><sg>,1,1,1,1
1.0,1362083370,80143,u:gbkT,fr,en,7aa2228c30f03c74ba51ba58a7159782,vache/vache<n><f><sg>,5,5,1,1
1.0,1362083370,2346158,u:gbkT,fr,en,65bc2b61d51830a93f7377deb6c208a3,avez/avoir<vblex><pri><p2><pl>,3,3,1,1
0.0,1362083370,156081,u:gbkT,fr,en,a9d9e40ec966f6bf6a78080d8d1947ac,lait/lait<n><m><sg>,15,14,1,0
1.0,1362083370,157985,u:gbkT,fr,en,03a546003e03b545a6d419b6620b3749,la/le<det><def><f><sg>,54,47,1,1
0.0,1362083370,80143,u:gbkT,fr,en,8bd6d060bb604e17c936418f835d87c8,mon/mon<det><pos><m><sg>,48,43,1,0
1.0,1362083370,859127,u:gbkT,fr,en,01a3fc41ace247ad04a86774a1e8d11a,on/on<prn><pro><ref><p3><mf><sp>,4,4,1,1
1.0,1362083370,80143,u:gbkT,fr,en,808d0c8ede6981e3d9a7a87153601e38,une/un<det><ind><f><sg>,68,59,2,2
0.666666666667,1362083370,80143,u:gbkT,fr,en,2099dab843c707202dd04b1eb3348126,a/avoir<vblex><pri><p3><sg>,2,2,3,2
1.0,1362083370,156081,u:gbkT,fr,en,a142dd0d11d54e044e4b66f65953b0a7,sont/être<vbser><pri><p3><pl>,1,1,2,2
1.0,1362083370,156081,u:gbkT,fr,en,0b1e668a5c7901c408fbcdb96d20ab04,recettes/recette<n><f><pl>,5,5,1,1
1.0,1362083370,81304,u:gbkT,fr,en,88128dcea3ea4913d99b389a6be9f2c2,que/que<@itg:est_ce_que>,16,16,1,1
